bus_no,stop_sequence,stop_name,lat,lon
105,4,Chabbi Siddharudha Matt,15.226652,75.1487455
105,5,Haralikatti 1St Cross,15.226061,75.1457695
105,6,Chabbi Cross,15.223025,75.1410215
105,7,Pale Cross,15.246822,75.144714
105,8,Serevad Cross,15.252400999999999,75.14568700000001
105,9,Noolvi Cross,15.268582714285714,75.15226557142857
105,10,Adrgunchi Cross,15.281645348047,75.14734297007577
105,11,Budarsingi,15.288644000000001,75.14552900000001
105,12,Kundagol Cross,15.295943,75.1464805
105,13,Gabbur Sh,15.317306,75.1440665
105,14,Bidnal Cross Sh,15.329774,75.14363900000001
105,15,Bankapur Chouk Sh,15.335399500000001,75.1417405
105,16,New English School Sh,15.3386415,75.1375455
105,17,Noorani Market,15.3487605349152,75.13799986249865
105,18,Obs Sh,15.350251965647585,75.1356732192144
105,19,Hosur Terminal,15.3570921772309,75.12880797876
105_2,1,Hosur Terminal,15.3570921772309,75.12880797876
105_2,2,Obs Sh,15.350251965647585,75.1356732192144
105_2,3,Noorani Market,15.3487605349152,75.13799986249865
105_2,4,New English School Sh,15.3386415,75.1375455
105_2,5,Bankapur Chouk Sh,15.335399500000001,75.1417405
105_2,6,Bidnal Cross Sh,15.329774,75.14363900000001
105_2,7,Gabbur Sh,15.317306,75.1440665
105_2,8,Kundagol Cross,15.295943,75.1464805
105_2,9,Budarsingi,15.288644000000001,75.14552900000001
105_2,10,Adrgunchi Cross,15.281645348047,75.14734297007577
105_2,11,Noolvi Cross,15.268582714285714,75.15226557142857
105_2,12,Serevad Cross,15.252400999999999,75.14568700000001
105_2,13,Pala Cross,15.2467223930866,75.1449405445195
105_2,14,Chabbi Cross,15.223025,75.1410215
105_2,15,Haralikatti 1St Cross,15.226061,75.1457695
105_2,16,Chabbi Siddharudha Matt,15.226652,75.1487455
105_2,17,Haralikatti 2Nd Cross,15.2270735,75.1522665
105_2,18,Chabbi Socity,15.22943,75.155862
105_2,19,Chabbi,15.230042000000001,75.15884199999999
1050,1,Cbt-D,15.4606685,75.01141700000001
1050,2,Jubilee Circle,15.45894575,75.00781925
1050,3,Court Circle,15.456254999999999,75.00698
1050,4,Nttf,15.4523115,75.0104
1050,5,Hosa Yallapur Cross,15.45037325,75.01101975
1050,6,Toll Naka - D,15.446940982389,75.01232067405317
1050,7,Modern Hall,15.444540250000001,75.01296325
1050,8,Vijaya Bank-D,15.442408,75.012689
1050,9,Rajathagiri,15.439661000000001,75.0120135
1050,10,Saraswathipura,15.438922,75.01107775
1050,11,Tejasvi Nagar Bridge,15.435976000000002,75.01107833333333
1050,12,Purohith Nagar,15.433855,75.0118075
1050,13,Sdm Engg College,15.4313045,75.012247
1050,14,Kendriya Vidyalaya,15.426699,75.014123
1050,15,Someshwara Temple,15.426247,75.014162
1050,16,Siddeshwara Nagar,15.4233625,75.016703
1050,17,Rajiv Gandhi Nagar 1St Stop,15.423655,75.017912
1050,18,Shankar Kirani Store,15.425349,75.01914500000001
1050,19,Menashinakai Oni,15.427828,75.019072
1050,20,Railway Track,15.4295375,75.0197555
1050,21,Rajiv Gandhi Nagar School,15.426581500000001,75.02030099999999
1050,22,Rajiv Gandhi Nagar,15.425175,75.02045000000001
1050_2,1,Rajiv Gandhi Nagar,15.425175,75.02045000000001
1050_2,2,Rajiv Gandhi Nagar School,15.426581500000001,75.02030099999999
1050_2,3,Railway Track,15.4295375,75.0197555
1050_2,4,Menashinakai Oni,15.427828,75.019072
1050_2,5,Shankar Kirani Store,15.425349,75.01914500000001
1050_2,6,Rajiv Gandhi Nagar 1St Stop,15.423655,75.017912
1050_2,7,Siddeshwara Nagar,15.4233625,75.016703
1050_2,8,Someshwara Temple,15.426247,75.014162
1050_2,9,Kendriya Vidyalaya,15.426699,75.014123
1050_2,10,Sdm Engg College,15.4313045,75.012247
1050_2,11,Purohith Nagar,15.433855,75.0118075
1050_2,12,Tejasvi Nagar Bridge,15.435976000000002,75.01107833333333
1050_2,13,Saraswathipura,15.438922,75.01107775
1050_2,14,Rajathagiri,15.439661000000001,75.0120135
1050_2,15,Vijaya Bank-D,15.442408,75.012689
1050_2,16,Modern Hall,15.444540250000001,75.01296325
1050_2,17,Toll Naka - D,15.446940982389,75.01232067405317
1050_2,18,Hosa Yallapur Cross,15.45037325,75.01101975
1050_2,19,Nttf,15.4523115,75.0104
1050_2,20,Court Circle,15.456254999999999,75.00698
1050_2,21,Jubilee Circle,15.45894575,75.00781925
1050_2,22,Cbt-D,15.4606685,75.01141700000001
1051,1,Cbt-D,15.4606685,75.01141700000001
1051,2,Jubilee Circle,15.45894575,75.00781925
1051,3,Court Circle,15.456254999999999,75.00698
1051,4,Nttf,15.4523115,75.0104
1051,5,Hosa Yallapur Cross,15.45037325,75.01101975
1051,6,Modern Hall,15.444540250000001,75.01296325
1051,7,Saraswathipura,15.438922,75.01107775
1051_2,1,Saraswathipura,15.438922,75.01107775
1051_2,2,Modern Hall,15.444540250000001,75.01296325
1051_2,3,Nttf,15.4523115,75.0104
1051_2,4,Hosa Yallapur Cross,15.45037325,75.01101975
1051_2,5,Court Circle,15.456254999999999,75.00698
1051_2,6,Jubilee Circle,15.45894575,75.00781925
1051_2,7,Cbt-D,15.4606685,75.01141700000001
1053,1,Cbt-D,15.4606685,75.01141700000001
1053,2,Jubilee Circle,15.45894575,75.00781925
1053,3,Lic,15.456875499999999,75.00295650000001
1053,4,Kcd,15.45534,74.998474
1053,5,Nayadu Girini,15.453372,74.995731
1053,6,Saptapura,15.451581000000001,74.993536
1053,7,Jaya Nagar Cross,15.449917,74.9906925
1053,8,Sarwamangala Hospital,15.44922,74.98821075000001
1053,9,Parisara Bhavan,15.447995500000001,74.98509200000001
1053,10,Srinagar Cross,15.447415,74.982946
1053,11,Shivalaya,15.44655,74.9803685
1053,12,Ics College,15.445704,74.9780885
1053,13,Nehru Nagar Cross,15.4448185,74.9763125
1053,14,Neharu Nagar 1St Stop,15.447016,74.9748175
1053,15,Nehru Nagar,15.447841,74.973286
1053,16,Jss Public School,15.4514626152305,74.973112729477
1053_2,1,Jss Public School,15.4514626152305,74.973112729477
1053_2,2,Neharu Nagar,15.448029,74.973341
1053_2,3,Neharu Nagar 1St Stop,15.447016,74.9748175
1053_2,4,Nehru Nagar Cross,15.4448185,74.9763125
1053_2,5,Ics College,15.445704,74.9780885
1053_2,6,Shivalaya,15.44655,74.9803685
1053_2,7,Srinagar,15.447431,74.9830265
1053_2,8,Parisara Bhavan,15.447995500000001,74.98509200000001
1053_2,9,Sarwamangala Hospital,15.44922,74.98821075000001
1053_2,10,Jaya Nagar Cross,15.449917,74.9906925
1053_2,11,Saptapura,15.451581000000001,74.993536
1053_2,12,K C D,15.455365,74.9983735
1053_2,13,Lic,15.456875499999999,75.00295650000001
1053_2,14,Jubilee Circle,15.45894575,75.00781925
1053_2,15,Anjuman Circle,15.4603407729333,75.0099570147152
1053_2,16,Cbt-D,15.4606685,75.01141700000001
1054,1,Cbt-D,15.4606685,75.01141700000001
1054,2,Jubilee Circle,15.45894575,75.00781925
1054,3,Court Circle,15.456254999999999,75.00698
1054,4,Brindhavan,15.453275999999999,75.00725449999999
1054,5,Head Post Office,15.451592333333332,75.006593
1054,6,Dc Office,15.4512125,75.003258
1054,7,Uday Hostel,15.4504975,75.00112150000001
1054,8,Old Central School,15.409631810922676,75.06308915888033
1054,9,Kariyyamma Temple,15.445994500000001,74.9978055
1054,10,Ragavendra Nagar,15.444936,74.996099
1054,11,Barakotri,15.443325999999999,74.993989
1054,12,Barakotari Bridge,15.441604,74.9930855
1054,13,Nirmala Nagar,15.4407405,74.9919725
1054,14,Navodhaya Nagar,15.4396845,74.989709
1054,15,Extranal Department,15.438930500000001,74.98756800000001
1054,16,Ka Univercity,15.4379666070143,74.9862659418299
1054,17,Nijalingappa Hostel,15.4365345,74.9871835
1054,18,Bhala Balaga,15.434482,74.988733
1054,19,Nisarga,15.436926,74.990262
1054,20,Hanumanthaa Nagar Cross,15.4375555,74.9915885
1054,21,Hanumanth Nagar -D,15.4283235737081,74.996315837326
1054_2,1,Hanumanth Nagar -D,15.4283235737081,74.996315837326
1054_2,2,Hanumanthaa Nagar Cross,15.4375555,74.9915885
1054_2,3,Nisarga,15.436926,74.990262
1054_2,4,Bhala Balaga,15.434482,74.988733
1054_2,5,Nijalingappa Hostel,15.4365345,74.9871835
1054_2,6,Ka Univercity,15.4379666070143,74.9862659418299
1054_2,7,Extranal Department,15.438930500000001,74.98756800000001
1054_2,8,Navodhaya Nagar,15.4396845,74.989709
1054_2,9,Nirmala Nagar,15.4407405,74.9919725
1054_2,10,Barakotari Bridge,15.441604,74.9930855
1054_2,11,Barakotri,15.443325999999999,74.993989
1054_2,12,Ragavendra Nagar,15.444936,74.996099
1054_2,13,Kariyyamma Temple,15.445994500000001,74.9978055
1054_2,14,Old Central School,15.409631810922676,75.06308915888033
1054_2,15,Uday Hostel,15.4504975,75.00112150000001
1054_2,16,C B Nagar,15.450832,75.003572
1054_2,17,Headpost Office,15.451618,75.006374
1054_2,18,Brindhavan,15.453275999999999,75.00725449999999
1054_2,19,Court Circle,15.456254999999999,75.00698
1054_2,20,Jubilee Circle,15.45894575,75.00781925
1054_2,21,Cbt-D,15.4606685,75.01141700000001
1057,1,Cbt-D,15.4606685,75.01141700000001
1057,2,Jubilee Circle,15.45894575,75.00781925
1057,3,Court Circle,15.456254999999999,75.00698
1057,4,Nttf,15.4523115,75.0104
1057,5,Hosa Yallapur Cross,15.45037325,75.01101975
1057,6,Toll Naka - D,15.446940982389,75.01232067405317
1057,7,Modern Hall,15.444540250000001,75.01296325
1057,8,Vijaya Bank-D,15.442408,75.012689
1057,9,Rajathagiri,15.439661000000001,75.0120135
1057,10,Saraswathipura,15.438922,75.01107775
1057,11,Tejasvi Nagar Bridge,15.435976000000002,75.01107833333333
1057,12,Purohith Nagar,15.433855,75.0118075
1057,13,M I S,15.4957968941053,74.97219573584815
1057,14,Giri Nagar D,15.4271595,75.00810949999999
1057,15,Hattikola Cross,15.424591,75.00643
1057,16,Nugikeri Hanuman Temple Gate,15.4173705,75.0023785
1057,17,Hanchinamani College,15.411976,75.0005125
1057,18,Nugikeri Village,15.405226,75.00139200000001
1057,19,Yarikoppa Cross,15.399036500000001,75.002982
1057,20,Jogellapur Cross,15.398096500000001,75.0046335
1057,21,Jogellapur 1St Stop,15.397928499999999,75.008437
1057,22,Jogyallapur 2Nd Stop,15.398810000000001,75.0097775
1057,23,Jogellapur,15.3980995,75.01054450000001
1057_2,1,Jogellapur,15.3980995,75.01054450000001
1057_2,2,Jogyallapur 2Nd Stop,15.398810000000001,75.0097775
1057_2,3,Jogellapur 1St Stop,15.397928499999999,75.008437
1057_2,4,Jogellapur Cross,15.398096500000001,75.0046335
1057_2,5,Yarikoppa Cross,15.399036500000001,75.002982
1057_2,6,Nugikeri Village,15.405226,75.00139200000001
1057_2,7,Hanchinamani College,15.411976,75.0005125
1057_2,8,Nugikeri Hanuman Temple Gate,15.4173705,75.0023785
1057_2,9,Hattikol Cross,15.424521,75.006258
1057_2,10,Giri Nagar D,15.4271595,75.00810949999999
1057_2,11,M I S,15.4957968941053,74.97219573584815
1057_2,12,Purohith Nagar,15.433855,75.0118075
1057_2,13,Saraswathipura,15.438922,75.01107775
1057_2,14,Rajathagiri,15.439661000000001,75.0120135
1057_2,15,Modern Hall,15.444540250000001,75.01296325
1057_2,16,Toll Naka - D,15.446940982389,75.01232067405317
1057_2,17,Hosa Yallapur Cross,15.45037325,75.01101975
1057_2,18,Nttf,15.4523115,75.0104
1057_2,19,Court Circle,15.456254999999999,75.00698
1057_2,20,Jubilee Circle,15.45894575,75.00781925
1057_2,21,Cbt-D,15.4606685,75.01141700000001
1058,1,Cbt-D,15.4606685,75.01141700000001
1058,2,Jubilee Circle,15.45894575,75.00781925
1058,3,Court Circle,15.456254999999999,75.00698
1058,4,Nttf,15.4523115,75.0104
1058,5,Hosa Yallapur Cross,15.45037325,75.01101975
1058,6,Toll Naka - D,15.446940982389,75.01232067405317
1058,7,Modern Hall,15.444540250000001,75.01296325
1058,8,Vijaya Bank-D,15.442408,75.012689
1058,9,Rajathagiri,15.439661000000001,75.0120135
1058,10,Saraswathipura,15.438922,75.01107775
1058,11,Tejasvi Nagar Bridge,15.435976000000002,75.01107833333333
1058,12,Purohith Nagar,15.433855,75.0118075
1058,13,M I S,15.4957968941053,74.97219573584815
1058,14,Lohiya Nagar -D1,15.4208175690167,75.0088029280255
1058_2,1,Lohiya Nagar -D1,15.4208175690167,75.0088029280255
1058_2,2,M I S,15.4957968941053,74.97219573584815
1058_2,3,Purohith Nagar,15.433855,75.0118075
1058_2,4,Tejasvi Nagar Bridge,15.435976000000002,75.01107833333333
1058_2,5,Saraswathipura,15.438922,75.01107775
1058_2,6,Rajathagiri,15.439661000000001,75.0120135
1058_2,7,Vijaya Bank-D,15.442408,75.012689
1058_2,8,Modern Hall,15.444540250000001,75.01296325
1058_2,9,Toll Naka - D,15.446940982389,75.01232067405317
1058_2,10,Hosa Yallapur Cross,15.45037325,75.01101975
1058_2,11,Nttf,15.4523115,75.0104
1058_2,12,Court Circle,15.456254999999999,75.00698
1058_2,13,Jubilee Circle,15.45894575,75.00781925
1058_2,14,Cbt-D,15.4606685,75.01141700000001
1059,1,Cbt-D,15.4606685,75.01141700000001
1059,2,Jubilee Circle,15.45894575,75.00781925
1059,3,Court Circle,15.456254999999999,75.00698
1059,4,Yammikeri,15.448012,75.00504133333332
1059,5,Modern Hall,15.444540250000001,75.01296325
1059,6,Rajathagiri,15.439661000000001,75.0120135
1059,7,Saraswathipura,15.438922,75.01107775
1059,8,Tejasvi Nagar Bridge,15.435976000000002,75.01107833333333
1059,9,Tajesavi Nagar,15.4356785,75.01106300000001
1059,10,Tejasvi Nagar Bus Stop,15.4354735,75.0087405
1059,11,Jadava Nagar -D1,15.4329869554919,75.0020849704742
1059_2,1,Jadava Nagar -D1,15.4329869554919,75.0020849704742
1059_2,2,Tejasvi Nagar Bus Stop,15.4354735,75.0087405
1059_2,3,Tejasvi Nagar Bridge,15.435976000000002,75.01107833333333
1059_2,4,Saraswathipura,15.438922,75.01107775
1059_2,5,Rajathagiri,15.439661000000001,75.0120135
1059_2,6,Vijaya Bank-D,15.442408,75.012689
1059_2,7,Modern Hall,15.444540250000001,75.01296325
1059_2,8,Yammikeri,15.448012,75.00504133333332
1059_2,9,Court Circle,15.456254999999999,75.00698
1059_2,10,Jubilee Circle,15.45894575,75.00781925
1059_2,11,Cbt-D,15.4606685,75.01141700000001
106,1,Chavaragudda,15.270684,75.0707715
106,2,Ramapur Cross,15.2695995,75.07857200000001
106,3,Ramapur,15.259549,75.0759065
106,4,Ramapur Cross,15.2695995,75.07857200000001
106,5,Chennapur,15.272346500000001,75.087587
106,6,M/S (Milestone),15.287553851077849,75.0886147618602
106,7,Bridge Rc1,15.2957109497344,75.0908490569695
106,8,Shiva Gowdown,15.305246499999999,75.09559999999999
106,9,Anchitageri Govt School,15.308557,75.09502850000001
106,10,Anchitageri,15.311358,75.0948485
106,11,Wali,15.320832748716924,75.10826673315587
106,12,Kempegeri,15.3250065,75.114961
106,13,Karwar Road Bypass,15.328899,75.11873399999999
106,14,Grid Sh,15.331695,75.1206375
106,15,Indi Pump Sh,15.336580999999999,75.126196
106,16,Hosur Terminal,15.3570921772309,75.12880797876
106_2,1,Hosur Terminal,15.3570921772309,75.12880797876
106_2,2,Indi Pump Sh,15.336580999999999,75.126196
106_2,3,Grid Sh,15.331695,75.1206375
106_2,4,Karwar Road Bypass,15.328899,75.11873399999999
106_2,5,Kempegeri,15.3250065,75.114961
106_2,6,Wali,15.320832748716924,75.10826673315587
106_2,7,Anchitageri,15.311358,75.0948485
106_2,8,Anchitageri Govt School,15.308557,75.09502850000001
106_2,9,Shiva Gowdown,15.305246499999999,75.09559999999999
106_2,10,Bridge Rc2,15.2956246049155,75.0908741964655
106_2,11,M/S (Milestone),15.287553851077849,75.0886147618602
106_2,12,Chennapur,15.272346500000001,75.087587
106_2,13,Ramapura Cross,15.269597,75.078598
106_2,14,Ramapur,15.259549,75.0759065
106_2,15,Ramapur Cross,15.2695995,75.07857200000001
106_2,16,Chavaragudda,15.270684,75.0707715
1061,1,Cbt-D,15.4606685,75.01141700000001
1061,2,Jubilee Circle,15.45894575,75.00781925
1061,3,Court Circle,15.456254999999999,75.00698
1061,4,Nttf,15.4523115,75.0104
1061,5,Hosa Yallapur Cross,15.45037325,75.01101975
1061,6,Toll Naka - D,15.446940982389,75.01232067405317
1061,7,Modern Hall,15.444540250000001,75.01296325
1061,8,Suvarna Petrol Bunk,15.442373,75.015536
1061,9,Vidya Giri,15.44013,75.017589
1061,10,Gandhi Nagar Cross - D,15.4372,75.01961700000001
1061,11,Yalakki Shetter Colony,15.436132941869051,75.02176938649085
1061,12,Kmf - D,15.4338825,75.0236025
1061,13,Lakamanahalli Corridor,15.432593,75.02541049999999
1061,14,Navlur K E B,15.4314745,75.027285
1061,15,Ozone,15.430247999999999,75.0305755
1061,16,Navlur,15.428914500000001,75.0415075
1061,17,Dental Cross,15.42007155278445,75.0393727901783
1061,18,Vanashri Nagar Cross,15.417652,75.03652550000001
1061,19,Ashraya Colony,15.415932999999999,75.0353395
1061,20,Uday Giri Cross,15.410736,75.030878
1061,21,Iiit-D1,15.3926338001517,75.0255972246123
1061_2,1,Iiit-D1,15.3926338001517,75.0255972246123
1061_2,2,Uday Giri Cross,15.410736,75.030878
1061_2,3,Ashraya Colony,15.415932999999999,75.0353395
1061_2,4,Vanashri Nagar Cross,15.417652,75.03652550000001
1061_2,5,Dental Cross,15.42007155278445,75.0393727901783
1061_2,6,Navlur,15.428914500000001,75.0415075
1061_2,7,Ozone,15.430247999999999,75.0305755
1061_2,8,Navlur K E B,15.4314745,75.027285
1061_2,9,Lakamanahalli Corridor,15.432593,75.02541049999999
1061_2,10,Kmf - D,15.4338825,75.0236025
1061_2,11,Yalakki Shetter Colony,15.436132941869051,75.02176938649085
1061_2,12,Gandhi Nagar Cross - D,15.4372,75.01961700000001
1061_2,13,Vidya Giri,15.44013,75.017589
1061_2,14,Suvarna Petrol Bunk,15.442373,75.015536
1061_2,15,Modern Hall,15.444540250000001,75.01296325
1061_2,16,Toll Naka - D,15.446940982389,75.01232067405317
1061_2,17,Hosa Yallapur Cross,15.45037325,75.01101975
1061_2,18,Nttf,15.4523115,75.0104
1061_2,19,Court Circle,15.456254999999999,75.00698
1061_2,20,Jubilee Circle,15.45894575,75.00781925
1061_2,21,Cbt-D,15.4606685,75.01141700000001
1065,1,Cbt-D,15.4606685,75.01141700000001
1065,2,Jubilee Circle,15.45894575,75.00781925
1065,3,Court Circle,15.456254999999999,75.00698
1065,4,Nttf,15.4523115,75.0104
1065,5,Hosa Yallapur Cross,15.45037325,75.01101975
1065,6,Toll Naka - D,15.446940982389,75.01232067405317
1065,7,Modern Hall,15.444540250000001,75.01296325
1065,8,Suvarna Petrol Bunk,15.442373,75.015536
1065,9,Vidya Giri,15.44013,75.017589
1065,10,Gandhi Nagar Cross - D,15.4372,75.01961700000001
1065,11,Yalakki Shetter Colony,15.436132941869051,75.02176938649085
1065,12,Kmf - D,15.4338825,75.0236025
1065,13,Lakamanahalli Corridor,15.432593,75.02541049999999
1065,14,Navlur K E B,15.4314745,75.027285
1065,15,Ozone,15.430247999999999,75.0305755
1065,16,Navlur,15.428914500000001,75.0415075
1065,17,Sattur,15.408113,75.0448105
1065,18,Sdm Medical College,15.417109499999999,75.048833
1065,19,Navalur Railway Station,15.4145235,75.05549149999999
1065,20,K M F 1 - D,15.410093,75.060422
1065,21,Rayapur,15.4060195,75.066791
1065,22,Iskcon Temple,15.4052915,75.0688875
1065,23,K S F C,15.404317500000001,75.07099
1065,24,Rto Office,15.4009860428,75.0768215810204
1065,25,Income Tax,15.399124,75.07942550000001
1065,26,Cancer Hospital,15.395116333333334,75.08425199999999
1065,27,Bsr Circle,15.392511333333333,75.08153766666668
1065,28,Karnataka Circle,15.3905505,75.0796525
1065,29,Shivanand Nagar,15.388482499999999,75.07968149999999
1065,30,City Park Cross,15.3864595,75.079775
1065,31,Joshi Pharma,15.385652,75.079825
1065,32,M M Joshi Park,15.384649,75.0796215
1065,33,Kariyamma Temple-H,15.382396499999999,75.078817
1065,34,Gamanagatti,15.3805,75.0776575
1065_2,1,Gamanagatti,15.3805,75.0776575
1065_2,2,Kariyamma Temple-H,15.382396499999999,75.078817
1065_2,3,M M Joshi Park,15.384649,75.0796215
1065_2,4,Joshi Pharma,15.385652,75.079825
1065_2,5,City Park Cross,15.3864595,75.079775
1065_2,6,Shivanand Nagar,15.388482499999999,75.07968149999999
1065_2,7,Karnataka Circle,15.3905505,75.0796525
1065_2,8,Bsr Circle,15.392511333333333,75.08153766666668
1065_2,9,Cancer Hospital,15.395116333333334,75.08425199999999
1065_2,10,Navanagar Corridor,15.3960601038671,75.0840843651925
1065_2,11,Income Tax,15.399124,75.07942550000001
1065_2,12,Rto Office,15.4009860428,75.0768215810204
1065_2,13,Iskcon Temple,15.4052915,75.0688875
1065_2,14,Rayapur,15.4060195,75.066791
1065_2,15,K M F 1 - D2,15.409168,75.060733
1065_2,16,Navalur Railway Station,15.4145235,75.05549149999999
1065_2,17,Sdm Medical College,15.417109499999999,75.048833
1065_2,18,Sattur Cross,15.417904499999999,75.04446300000001
1065_2,19,Dental,15.418661,75.0412665
1065_2,20,Navalur Cross,15.42720845,75.03424239
1065_2,21,Navlur K E B,15.4314745,75.027285
1065_2,22,Lakamanahalli Corridor,15.432593,75.02541049999999
1065_2,23,Kmf - D,15.4338825,75.0236025
1065_2,24,Yalakki Shetter Colony,15.436132941869051,75.02176938649085
1065_2,25,Gandhi Nagar Cross - D,15.4372,75.01961700000001
1065_2,26,Vidya Giri,15.44013,75.017589
1065_2,27,Suvarna Petrol Bunk,15.442373,75.015536
1065_2,28,Modern Hall,15.444540250000001,75.01296325
1065_2,29,Toll Naka - D,15.446940982389,75.01232067405317
1065_2,30,Hosa Yallapur Cross,15.45037325,75.01101975
1065_2,31,Nttf,15.4523115,75.0104
1065_2,32,Court Circle,15.456254999999999,75.00698
1065_2,33,Jubilee Circle,15.45894575,75.00781925
1065_2,34,Cbt-D,15.4606685,75.01141700000001
1066,1,Bendre Nagar,15.470920666666666,74.980912
1066,2,Bgs School,15.470952666666667,74.98229366666668
1066,3,Gtc Cross Sd,15.473844,74.9832
1066,4,Gtc,15.474909,74.9855426
1066,5,Kvg Bank,15.4716115,74.9907525
1066,6,New Bus Stand-D,15.467312963922167,74.99356261227416
1066,7,New Sp Office,15.466617930796467,74.99543122362164
1066,8,Mental Hospital,15.464470333333333,74.99838466666667
1066,9,K C Park,15.46369,75.001007
1066,10,Old Sp Office,15.4628345,75.003431
1066,11,Corporation-D,15.4603805,75.00877600000001
1066,12,Dwr Sd,15.45985814417835,75.0105258745456
1068,1,Pavate Nagar,15.438239,74.9863935
1068,2,Working Womens Hostel,15.44398,74.984695
1068,3,Womens Hostel,15.445126,74.9829
1068,4,Srinagar,15.447431,74.9830265
1068,5,Parisara Bhavan,15.447995500000001,74.98509200000001
1068,6,Sarwamangala Hospital,15.44922,74.98821075000001
1068,7,Jaya Nagar Cross,15.449917,74.9906925
1068,8,Saptapura,15.451581000000001,74.993536
1068,9,K C D,15.455365,74.9983735
1068,10,Lic,15.456875499999999,75.00295650000001
1068,11,Jubilee Circle,15.45894575,75.00781925
1068,12,Anjuman Circle,15.4603407729333,75.0099570147152
1068,13,Dwr Sd,15.45985814417835,75.0105258745456
107,1,Devargudihal,15.324594000000001,75.0579205
107,2,Devargudihal Form,15.329216,75.0618595
107,3,Gariyan,15.3291525,75.0668555
107,4,Parsapur Plot,15.326525,75.074662
107,5,Parsapur,15.3259325,75.07685649999999
107,6,Vk Formouse,15.3257965,75.080625
107,7,Gangival Govt School,15.325690999999999,75.089724
107,8,Gangi Val,15.324622000000002,75.0928065
107,9,Raynal Darga,15.326852,75.09212266666667
107,10,Kambar Sali,15.330017666666668,75.09229066666667
107,11,Raynal,15.331472999999999,75.09287499999999
107,12,Kambar Sali,15.330017666666668,75.09229066666667
107,13,Raynal Darga,15.326852,75.09212266666667
107,14,Vani Plot,15.327005,75.1021475
107,15,Shimla Nagar,15.330931,75.11009849999999
107,16,Lakkyhall,15.3322645,75.114741
107,17,Shubhash Nagar,15.3326795,75.11753
107,18,Gudihal Cross,15.332724500000001,75.1215915
107,19,Indi Pump Sh,15.336580999999999,75.126196
107,20,Old Hubli Circle,15.336925333333333,75.13122766666667
107,21,New English School-H,15.339079869999999,75.13709849
107,22,Murusavira Matta Cross Sh,15.348655,75.13802
107,23,Obs Sh,15.350251965647585,75.1356732192144
107,24,Hosur Terminal,15.3570921772309,75.12880797876
107_2,1,Hosur Terminal,15.3570921772309,75.12880797876
107_2,2,Obs Sh,15.350251965647585,75.1356732192144
107_2,3,Murusavira Matta Cross Sh,15.348655,75.13802
107_2,4,New English School-H,15.339079869999999,75.13709849
107_2,5,Old Hubli Circle,15.336925333333333,75.13122766666667
107_2,6,Indi Pump Sh,15.336580999999999,75.126196
107_2,7,Gudihal Cross,15.332724500000001,75.1215915
107_2,8,Shubhash Nagar,15.3326795,75.11753
107_2,9,Lakkyhall,15.3322645,75.114741
107_2,10,Shimla Nagar,15.330931,75.11009849999999
107_2,11,Vani Plot,15.327005,75.1021475
107_2,12,Raynal Darga,15.326852,75.09212266666667
107_2,13,Kambar Sali,15.330017666666668,75.09229066666667
107_2,14,Raynal,15.331472999999999,75.09287499999999
107_2,15,Kambar Sali,15.330017666666668,75.09229066666667
107_2,16,Raynal Darga,15.326852,75.09212266666667
107_2,17,Gangi Val,15.324622000000002,75.0928065
107_2,18,Gangival Govt School,15.325690999999999,75.089724
107_2,19,Vk Formouse,15.3257965,75.080625
107_2,20,Parsapur,15.3259325,75.07685649999999
107_2,21,Parsapur Plot,15.326525,75.074662
107_2,22,Gariyan,15.3291525,75.0668555
107_2,23,Devargudihal Form,15.329216,75.0618595
107_2,24,Devargudihal,15.324594000000001,75.0579205
1072,1,Cbt-D,15.4606685,75.01141700000001
1072,2,Jubilee Circle,15.45894575,75.00781925
1072,3,Court Circle,15.456254999999999,75.00698
1072,4,Brindhavan,15.453275999999999,75.00725449999999
1072,5,Head Post Office,15.451592333333332,75.006593
1072,6,Yammikeri,15.448012,75.00504133333332
1072,7,Kaboor Road Cross,15.447713499999999,75.007487
1072,8,Water Tank D,15.4460695,75.006405
1072,9,Rayara Mata,15.443769,75.0062495
1072,10,Venkteshwara Temple,15.4423315,75.0091435
1072,11,Desai Colony,15.4402152945831,75.01020485850384
1072,12,Saraswathipura Cross,15.438742333333332,75.011025
1072,13,Saraswathipura,15.438922,75.01107775
1072,14,Tejasvi Nagar Bridge,15.435976000000002,75.01107833333333
1072,15,Purohith Nagar,15.433855,75.0118075
1072,16,Sdm Engg College,15.4313045,75.012247
1072,17,Someshwara Temple,15.426247,75.014162
1072,18,Bellad Nagar,15.4237424486107,75.01664146556496
1072_2,1,Bellad Nagar,15.4237424486107,75.01664146556496
1072_2,2,Someshwara Temple,15.426247,75.014162
1072_2,3,Sdm Engg College,15.4313045,75.012247
1072_2,4,Purohith Nagar,15.433855,75.0118075
1072_2,5,Tajesavi Nagar,15.4356785,75.01106300000001
1072_2,6,Saraswathipura,15.438922,75.01107775
1072_2,7,Saraswathipura Cross,15.438742333333332,75.011025
1072_2,8,Desai Colony,15.4402152945831,75.01020485850384
1072_2,9,Venkteshwara Temple,15.4423315,75.0091435
1072_2,10,Rayara Mata,15.443769,75.0062495
1072_2,11,Water Tank D,15.4460695,75.006405
1072_2,12,Kaboor Road Cross,15.447713499999999,75.007487
1072_2,13,Yammikeri,15.448012,75.00504133333332
