bus_no,route_name,stops_name_between_route
1024R,Cbt-D ⇆ Sampige Nagar,Cbt-D → Jubilee Circle → Lic → K C D → Dasanakoppa Cross → Lic Quarters → Narayanapura → German Hospital → Jambagi Hospital → Bendre Bhavana → Sadhankeri → St Antony Circle → Vikas Nagar → Bgs School → Bendre Nagar → Sampige Nagar 1St Stop → Sampige Nagar 3Rd Stop → Sampige Nagar
1025,CBT-D ⇆ Railway Station-D,Cbt-D → Jubilee Circle → Court Circle → Taluk Panchayat → Head Post Office → Yammikeri → Rama Mandira → Rms → Railway Station-D
1025R,Railway Station-D ⇆ Cbt-D,Railway Station-D → Rms → Rama Mandira → Yammikeri → Head Post Office → Taluk Panchayat → Court Circle → Jubilee Circle → Cbt-D
1025,Railway Station-D4 ⇆ CBT-D,Railway Station-D4 → Rms → K E Board → Yammikeri → Head Post Office → Taluk Panchayat → Court Circle → Jubilee Circle → Cbt-D
1025R,Cbt-D ⇆ Railway Station-D4,Cbt-D → Jubilee Circle → Court Circle → Taluk Panchayat → Head Post Office → Yammikeri → K E Board → Rms → Railway Station-D4
1026,Bendre Nagar ⇆ Railway Station-D,Railway Station-D → Rms → K E Board → Yammikeri → Head Post Office → Brindhavan → Court Circle → Jubilee Circle → Old Sp Office → K C Park → Mental Hospital → New Sp Office → New Bus Stand-D → Kvg Bank → Gtc → Gtc Cross Sd → Bgs School → Bendre Nagar
1026R,Bendre Nagar ⇆ Railway Station-D,Bendre Nagar → Bgs School → Gtc Cross Sd → Gtc → Kvg Bank → New Bus Stand-D → New Sp Office → Mental Hospital → K C Park → Old Sp Office → Jubilee Circle → Court Circle → Brindhavan → Head Post Office → Yammikeri → K E Board → Rms → Railway Station-D
1026,Bendre Nagar ⇆ Railway Station-D,Bendre Nagar → Bgs School → Gtc Cross Sd → Gtc → Kvg Bank → New Bus Stand-D → New Sp Office → Mental Hospital → K C Park → Old Sp Office → Corporation-D → Jubilee Circle → Court Circle → Taluk Panchayat → Head Post Office → Yammikeri → Rama Mandira → Rms → Railway Station-D
1026R,Railway Station-D ⇆ Bendre Nagar,Railway Station-D → Rms → Rama Mandira → Yammikeri → Head Post Office → Taluk Panchayat → Court Circle → Jubilee Circle → Corporation-D → Old Sp Office → K C Park → Mental Hospital → New Sp Office → New Bus Stand-D → Kvg Bank → Gtc → Gtc Cross Sd → Bgs School → Bendre Nagar
1027,Agri College ⇆ CBT-D,Cbt-D → Jubilee Circle → Old Sp Office → K C Park → Mental Hospital → New Sp Office → New Bus Stand-D → Kvg Bank → J D Office → Gtc → Pepsi Factory → Dairy → Yattin Gudda Cross → Agri University Gate → Admission Office → Agri College
1027R,Agri College ⇆ Cbt-D,Agri College → Admission Office → Agri University Gate → Yattin Gudda Cross → Dairy → Pepsi Factory → Gtc → J D Office → Kvg Bank → New Bus Stand-D → New Sp Office → Mental Hospital → K C Park → Old Sp Office → Jubilee Circle → Cbt-D
1027,Agri College ⇆ CBT-D,Agri College → Admission Office → Agri University Gate → Yattin Gudda Cross → Dairy → Pepsi Factory → Gtc → J D Office → Kvg Bank → New Bus Stand-D → New Sp Office → Mental Hospital → K C Park → Old Sp Office → Jubilee Circle → Cbt-D
1027R,Cbt-D ⇆ Agri College,Cbt-D → Jubilee Circle → Old Sp Office → K C Park → Mental Hospital → New Sp Office → New Bus Stand-D → Kvg Bank → J D Office → Gtc → Pepsi Factory → Dairy → Yattin Gudda Cross → Agri University Gate → Admission Office → Agri College
1028,CBT-D ⇆ Shiridi Nagar D1,Cbt-D → Jubilee Circle → Old Sp Office → K C Park → Mental Hospital → New Sp Office → New Bus Stand-D → Kvg Bank → J D Office → Gtc → Pepsi Factory → Dairy → Yattin Gudda Cross → Agri University Gate → Airtech → Basava Colony → Basava Nagar Colony 2Nd Stop → Gurukrupa Nagar → Shiridi Nagar Cross → Shiridi Nagar D1
1028R,Shiridi Nagar D1 ⇆ Cbt-D,Shiridi Nagar D1 → Shiridi Nagar Cross → Gurukrupa Nagar → Basava Nagar Colony 2Nd Stop → Basava Colony → Airtech → Agri University Gate → Yattin Gudda Cross → Dairy → Pepsi Factory → Gtc → J D Office → Kvg Bank → New Bus Stand-D → New Sp Office → Mental Hospital → K C Park → Old Sp Office → Jubilee Circle → Cbt-D
1028,Shiridi Nagar D2 ⇆ CBT-D,Shiridi Nagar D2 → Shiridi Nagar Cross → Gurukrupa Nagar → Basava Nagar Colony 2Nd Stop → Basava Colony → Airtech → Agri University Gate → Yattin Gudda Cross → Dairy → Pepsi Factory → Gtc → J D Office → Kvg Bank → New Bus Stand-D → New Sp Office → Mental Hospital → K C Park → Old Sp Office → Corporation-D → Cbt-D
1028R,Cbt-D ⇆ Shiridi Nagar D2,Cbt-D → Corporation-D → Old Sp Office → K C Park → Mental Hospital → New Sp Office → New Bus Stand-D → Kvg Bank → J D Office → Gtc → Pepsi Factory → Dairy → Yattin Gudda Cross → Agri University Gate → Airtech → Basava Colony → Basava Nagar Colony 2Nd Stop → Gurukrupa Nagar → Shiridi Nagar Cross → Shiridi Nagar D2
1029,Railway Station-D ⇆ Dharwad High Court,Railway Station-D → Rms → K E Board → Yammikeri → Head Post Office → Brindhavan → Court Circle → Jubilee Circle → Old Sp Office → K C Park → Mental Hospital → New Sp Office → New Bus Stand-D → Kvg Bank → J D Office → Gtc → Pepsi Factory → Dairy → Yattin Gudda Cross → Agri University Gate → Airtech → Narendra Cross → K E B (Power Grid) → Mummigatti 1St Cross → Mummigatti → Garag Cross → Tata Motors Gate → High Court Gate → Dharwad High Court
1029R,Dharwad High Court ⇆ Railway Station-D,Dharwad High Court → High Court Gate → Tata Motors Gate → Garag Cross → Mummigatti → Mummigatti 1St Cross → K E B (Power Grid) → Narendra Cross → Airtech → Agri University Gate → Yattin Gudda Cross → Dairy → Pepsi Factory → Gtc → J D Office → Kvg Bank → New Bus Stand-D → New Sp Office → Mental Hospital → K C Park → Old Sp Office → Jubilee Circle → Court Circle → Brindhavan → Head Post Office → Yammikeri → K E Board → Rms → Railway Station-D
1029,Railway Station-D ⇆ Dharwad High Court,Dharwad High Court → High Court Gate → Tata Motors Gate → Garag Cross → Mummigatti → Mummigatti 1St Cross → K E B (Power Grid) → Narendra Cross → Airtech → Agri University Gate → Yattin Gudda Cross → Dairy → Pepsi Factory → Gtc → J D Office → Kvg Bank → New Bus Stand-D → New Sp Office → Mental Hospital → K C Park → Old Sp Office → Jubilee Circle → Court Circle → Brindhavan → Head Post Office → Yammikeri → Rama Mandira → Rms → Railway Station-D
1029R,Railway Station-D ⇆ Dharwad High Court,Railway Station-D → Rms → Rama Mandira → Yammikeri → Head Post Office → Brindhavan → Court Circle → Jubilee Circle → Old Sp Office → K C Park → Mental Hospital → New Sp Office → New Bus Stand-D → Kvg Bank → J D Office → Gtc → Pepsi Factory → Dairy → Yattin Gudda Cross → Agri University Gate → Airtech → Narendra Cross → K E B (Power Grid) → Mummigatti 1St Cross → Mummigatti → Garag Cross → Tata Motors Gate → High Court Gate → Dharwad High Court
103,Hosur Terminal ⇆ Byahatti,Hosur Terminal → Obs Sh → Court Circle Sh → Keshwapur Sh → Madhura Colony Sh → Shabiri Nagar Cross Sh → Srinivas Garden → Oxford College → Durga Colony / Neeli Bangle → Ram Honda → Kusgal Siddharuda Matta → Kusgal Maruthi Nagar → Ms → Kusgal → Kusgal Plot → Furniture Factory → Halla → M/S L1 → Byahatti 1St Stop → Byahatti 2Nd Stop → Byahatti
103R,Byahatti ⇆ Hosur Terminal,Byahatti → Byahatti 2Nd Stop → Byahatti 1St Stop → M/S L1 → Halla → Furniture Factory → Kusgal Plot → Kusgal → Ms → Kusgal Maruthi Nagar → Kusgal Siddharuda Matta → Ram Honda → Durga Colony / Neeli Bangle → Oxford College → Srinivas Garden → Shabiri Nagar Cross Sh → Madhura Colony Sh → Keshwapur Sh → Court Circle Sh → Obs Sh → Hosur Terminal
103,Hosur Terminal ⇆ Byahatti,Byahatti → Byahatti 2Nd Stop → Byahatti 1St Stop → M/S L → Halla → Furniture Factory → Kusgal Plot → Kusgal → Ms → Kusgal Maruthi Nagar → Kusgal Siddharuda Matta → Ram Honda → Durga Colony / Neeli Bangle → Oxford College → Srinivas Garden → Shabiri Nagar Cross Sh → Madhura Colony Sh → Keshwapur Sh → Court Circle Sh → Obs Sh → Hosur Terminal
103R,Hosur Terminal ⇆ Byahatti,Hosur Terminal → Obs Sh → Court Circle Sh → Keshwapur Sh → Madhura Colony Sh → Shabiri Nagar Cross Sh → Srinivas Garden → Oxford College → Durga Colony / Neeli Bangle → Ram Honda → Kusgal Siddharuda Matta → Kusgal Maruthi Nagar → Ms → Kusgal → Kusgal Plot → Furniture Factory → Halla → M/S L → Byahatti 1St Stop → Byahatti 2Nd Stop → Byahatti
1030,New Bus Stand-D ⇆ Railway Station-D,New Bus Stand-D → New Sp Office → Mental Hospital → K C Park → Old Sp Office → Jubilee Circle → Court Circle → Taluk Panchayat → Head Post Office → Yammikeri → Rama Mandira → Rms → Railway Station-D
1030R,Railway Station-D ⇆ New Bus Stand-D,Railway Station-D → Rms → Rama Mandira → Yammikeri → Head Post Office → Taluk Panchayat → Court Circle → Jubilee Circle → Old Sp Office → K C Park → Mental Hospital → New Sp Office → New Bus Stand-D
1030,New Bus Stand-D ⇆ Railway Station-D,Railway Station-D → Rms → K E Board → Yammikeri → Head Post Office → Brindhavan → Court Circle → Jubilee Circle → Old Sp Office → K C Park → Mental Hospital → New Sp Office → New Bus Stand-D
1030R,New Bus Stand-D ⇆ Railway Station-D,New Bus Stand-D → New Sp Office → Mental Hospital → K C Park → Old Sp Office → Jubilee Circle → Court Circle → Brindhavan → Head Post Office → Yammikeri → K E Board → Rms → Railway Station-D
1031,CBT-D ⇆ Railway Station-D,Cbt-D → Jubilee Circle → Court Circle → Taluk Panchayat → Head Post Office → Yammikeri → Rama Mandira → Rms → Railway Station-D
1031R,Railway Station-D ⇆ Cbt-D,Railway Station-D → Rms → Rama Mandira → Yammikeri → Head Post Office → Taluk Panchayat → Court Circle → Jubilee Circle → Cbt-D
1031,Railway Station-D4 ⇆ CBT-D,Railway Station-D4 → Rms → K E Board → Yammikeri → Head Post Office → Taluk Panchayat → Court Circle → Jubilee Circle → Cbt-D
1031R,Cbt-D ⇆ Railway Station-D4,Cbt-D → Jubilee Circle → Court Circle → Taluk Panchayat → Head Post Office → Yammikeri → K E Board → Rms → Railway Station-D4
1032,Udaygiri ⇆ CBT-D,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Suvarna Petrol Bunk → Vidya Giri → Gandhi Nagar Cross - D → Yalakki Shetter Colony → Kmf - D → Lakamanahalli Corridor → Navlur K E B → Ozone → Navalur Cross → Dental Cross → Ashraya Colony → Tadasinakoppa Cross → Udaygiri 1St Stop → Udaygiri 2Nd Stop → Udaygiri
1032R,Udaygiri ⇆ Cbt-D,Udaygiri → Udaygiri 2Nd Stop → Udaygiri 1St Stop → Tadasinakoppa Cross → Ashraya Colony → Dental Cross → Navalur Cross → Ozone → Navlur K E B → Lakamanahalli Corridor → Kmf - D → Yalakki Shetter Colony → Gandhi Nagar Cross - D → Vidya Giri → Suvarna Petrol Bunk → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1032,Udaygiri ⇆ CBT-D,Udaygiri → Udaygiri 2Nd Stop → Udaygiri 1St Stop → Tadasinakoppa Cross → Ashraya Colony → Dental Cross → Navalur Cross → Ozone → Navlur K E B → Lakamanahalli Corridor → Kmf - D → Yalakki Shetter Colony → Gandhi Nagar Cross - D → Vidya Giri → Suvarna Petrol Bunk → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1032R,Cbt-D ⇆ Udaygiri,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Suvarna Petrol Bunk → Vidya Giri → Gandhi Nagar Cross - D → Yalakki Shetter Colony → Kmf - D → Lakamanahalli Corridor → Navlur K E B → Ozone → Navalur Cross → Dental Cross → Ashraya Colony → Tadasinakoppa Cross → Udaygiri 1St Stop → Udaygiri 2Nd Stop → Udaygiri
1033,Madihal ⇆ CBT-D,Cbt-D → Shivaji Circle → Haveripete → Depot Circle → Murusavira Matta D → Joshi Hall → Siddharama Colony → Madihal
1033R,Madihal ⇆ Cbt-D,Madihal → Siddharama Colony → Joshi Hall → Murusavira Matta D → Depot Circle → Haveripete → Shivaji Circle → Cbt-D
1033,Madihal ⇆ CBT-D,Madihal → Siddharama Colony → Joshi Hall → Murusavira Matta D → Depot Circle → Haveripete → Shivaji Circle → Cbt-D
1033R,Cbt-D ⇆ Madihal,Cbt-D → Shivaji Circle → Haveripete → Depot Circle → Murusavira Matta D → Joshi Hall → Siddharama Colony → Madihal
1034,CBT-D ⇆ Kayak Nagar,Cbt-D → Jubilee Circle → Old Sp Office → K C Park → Mental Hospital → New Sp Office → New Bus Stand-D → Kvg Bank → J D Office → Gtc → Pepsi Factory → Dairy → Yattin Gudda Cross → Agri University Gate → Airtech → Narendra Cross → Kayak Nagar Cross → Kayaka Nagar 1St Stop → Kayak Nagar 2Nd Stop → Kayaka Nagar 3Rd Stop → Kayak Nagar
1034R,Kayak Nagar ⇆ Cbt-D,Kayak Nagar → Kayaka Nagar 3Rd Stop → Kayak Nagar 2Nd Stop → Kayaka Nagar 1St Stop → Kayak Nagar Cross → Narendra Cross → Airtech → Agri University Gate → Yattin Gudda Cross → Dairy → Pepsi Factory → Gtc → J D Office → Kvg Bank → New Bus Stand-D → New Sp Office → Mental Hospital → K C Park → Old Sp Office → Jubilee Circle → Cbt-D
1034,CBT-D ⇆ Kayak Nagar,Kayak Nagar → Kayaka Nagar 3Rd Stop → Kayak Nagar 2Nd Stop → Kayaka Nagar 1St Stop → Kayak Nagar Cross → Narendra Cross → Airtech → Agri University Gate → Yattin Gudda Cross → Dairy → Pepsi Factory → Gtc → J D Office → Kvg Bank → New Bus Stand-D → New Sp Office → Mental Hospital → K C Park → Old Sp Office → Jubilee Circle → Cbt-D
1034R,Cbt-D ⇆ Kayak Nagar,Cbt-D → Jubilee Circle → Old Sp Office → K C Park → Mental Hospital → New Sp Office → New Bus Stand-D → Kvg Bank → J D Office → Gtc → Pepsi Factory → Dairy → Yattin Gudda Cross → Agri University Gate → Airtech → Narendra Cross → Kayak Nagar Cross → Kayaka Nagar 1St Stop → Kayak Nagar 2Nd Stop → Kayaka Nagar 3Rd Stop → Kayak Nagar
1037,CBT-D ⇆ Mehabub Nagar,Cbt-D → Shivaji Circle → Ramana Gouda Cross → New English School-D → Gulganjikoppa School → Doddamani Hall → Hittina Girani → Gaadhi Karkhane → Sainik Nagar → Mehabub Nagar
1037R,Mehabub Nagar ⇆ Cbt-D,Mehabub Nagar → Sainik Nagar → Gaadhi Karkhane → Hittina Girani → Doddamani Hall → Gulganjikoppa School → New English School-D → Ramana Gouda Cross → Shivaji Circle → Cbt-D
1037,CBT-D ⇆ Mehabub Nagar,Mehabub Nagar → Sainik Nagar → Gaadhi Karkhane → Hittina Girani → Doddamani Hall → Gulganjikoppa School → New English School-D → Karnataka Bank D2 → Shivaji Circle → Cbt-D
1037R,Cbt-D ⇆ Mehabub Nagar,Cbt-D → Shivaji Circle → Karnataka Bank D2 → New English School-D → Gulganjikoppa School → Doddamani Hall → Hittina Girani → Gaadhi Karkhane → Sainik Nagar → Mehabub Nagar
1038,CBT-D ⇆ Shree Ram Nagar,Cbt-D → Jubilee Circle → Court Circle → Taluk Panchayat → Head Post Office → Yammikeri → Kamalapura Cross → Railway Gate → Hattikol → Halbavi Matta → Shree Ram Nagar Cross → Shree Ram Nagar 1St Stop → Shree Ram Nagar
1038R,Shree Ram Nagar ⇆ Cbt-D,Shree Ram Nagar → Shree Ram Nagar 1St Stop → Shree Ram Nagar Cross → Halbavi Matta → Hattikol → Railway Gate → Kamalapura Cross → Yammikeri → Head Post Office → Taluk Panchayat → Court Circle → Jubilee Circle → Cbt-D
1038,CBT-D ⇆ Shree Ram Nagar,Shree Ram Nagar → Shree Ram Nagar 1St Stop → Church Dwd → Shree Ram Nagar Cross → Halbavi Matta → Railway Gate → Kamalapura Cross → Yammikeri → Head Post Office → Brindhavan → Court Circle → Jubilee Circle → Cbt-D
1038R,Cbt-D ⇆ Shree Ram Nagar,Cbt-D → Jubilee Circle → Court Circle → Brindhavan → Head Post Office → Yammikeri → Kamalapura Cross → Railway Gate → Halbavi Matta → Shree Ram Nagar Cross → Church Dwd → Shree Ram Nagar 1St Stop → Shree Ram Nagar
1039,CBT-D ⇆ Dharwad High Court,Cbt-D → Jubilee Circle → Old Sp Office → K C Park → Mental Hospital → New Sp Office → New Bus Stand-D → Kvg Bank → J D Office → Gtc → Pepsi Factory → Dairy → Yattin Gudda Cross → Agri University Gate → Airtech → Narendra Cross → K E B (Power Grid) → Mummigatti 1St Cross → Mummigatti → Garag Cross → Tata Motors Gate → High Court Gate → Dharwad High Court
1039R,Dharwad High Court ⇆ Cbt-D,Dharwad High Court → High Court Gate → Tata Motors Gate → Garag Cross → Mummigatti → Mummigatti 1St Cross → K E B (Power Grid) → Narendra Cross → Airtech → Agri University Gate → Yattin Gudda Cross → Dairy → Pepsi Factory → Gtc → J D Office → Kvg Bank → New Bus Stand-D → New Sp Office → Mental Hospital → K C Park → Old Sp Office → Jubilee Circle → Cbt-D
104,Byahatti Plot ⇆ Hosur Terminal,Hosur Terminal → Obs Sh → Court Circle Sh → Keshwapur Sh → Madhura Colony Sh → Shabiri Nagar Cross Sh → Srinivas Garden → Oxford College → Durga Colony / Neeli Bangle → Ram Honda → Kusgal Siddharuda Matta → Kusgal Maruthi Nagar → Ms → Kusgal → Kusgal Plot → Furniture Factory → Halla → M/S L1 → Byahatti 1St Stop → Byahatti 2Nd Stop → Byahatti → Sangolli Rayana School → Byahatti Plot
104R,Byahatti Plot ⇆ Hosur Terminal,Byahatti Plot → Sangolli Rayana School → Byahatti → Byahatti 2Nd Stop → Byahatti 1St Stop → M/S L1 → Halla → Furniture Factory → Kusgal Plot → Kusgal → Ms → Kusgal Maruthi Nagar → Kusgal Siddharuda Matta → Ram Honda → Durga Colony / Neeli Bangle → Oxford College → Srinivas Garden → Shabiri Nagar Cross Sh → Madhura Colony Sh → Keshwapur Sh → Court Circle Sh → Obs Sh → Hosur Terminal
104,Byahatti Plot ⇆ Hosur Terminal,Byahatti Plot → Sangolli Rayana School → Byahatti → Byahatti 2Nd Stop → Byahatti 1St Stop → M/S L → Halla → Furniture Factory → Kusgal Plot → Kusgal → Ms → Kusgal Maruthi Nagar → Kusgal Siddharuda Matta → Ram Honda → Durga Colony / Neeli Bangle → Oxford College → Srinivas Garden → Shabiri Nagar Cross Sh → Madhura Colony Sh → Keshwapur Sh → Court Circle Sh → Ocbs Feeder → Hosur Terminal
104R,Hosur Terminal ⇆ Byahatti Plot,Hosur Terminal → Ocbs Feeder → Court Circle Sh → Keshwapur Sh → Madhura Colony Sh → Shabiri Nagar Cross Sh → Srinivas Garden → Oxford College → Durga Colony / Neeli Bangle → Ram Honda → Kusgal Siddharuda Matta → Kusgal Maruthi Nagar → Ms → Kusgal → Kusgal Plot → Furniture Factory → Halla → M/S L → Byahatti 1St Stop → Byahatti 2Nd Stop → Byahatti → Sangolli Rayana School → Byahatti Plot
1040,Gurudeva Nagar ⇆ CBT-D,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Suvarna Petrol Bunk → Vidya Giri → Gandhi Nagar Cross - D → Yalakki Shetter Colony → Kmf - D → Gurudev Nagar 1St Stop → Gurudeva Nagar
1040R,Gurudeva Nagar ⇆ Cbt-D,Gurudeva Nagar → Gurudev Nagar 1St Stop → Kmf - D → Yalakki Shetter Colony → Gandhi Nagar Cross - D → Vidya Giri → Suvarna Petrol Bunk → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1040,Gurudeva Nagar ⇆ CBT-D,Gurudeva Nagar → Gurudev Nagar 1St Stop → Kmf - D → Yalakki Shetter Colony → Gandhi Nagar Cross - D → Vidya Giri → Suvarna Petrol Bunk → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1040R,Cbt-D ⇆ Gurudeva Nagar,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Suvarna Petrol Bunk → Vidya Giri → Gandhi Nagar Cross - D → Yalakki Shetter Colony → Kmf - D → Gurudev Nagar 1St Stop → Gurudeva Nagar
1042,Someshwara Temple ⇆ CBT-D,Cbt-D → Jubilee Circle → Court Circle → Taluk Panchayat → Head Post Office → Yammikeri → Kaboor Road Cross → Water Tank D → Rayara Mata → Venkteshwara Temple → Saraswathipura → Saraswathipura Cross → Tejasvi Nagar Bridge → Purohith Nagar → Sdm Engg College → Someshwara Temple
1042R,Someshwara Temple ⇆ Cbt-D,Someshwara Temple → Sdm Engg College → Purohith Nagar → Tejasvi Nagar Bridge → Saraswathipura Cross → Saraswathipura → Venkteshwara Temple → Rayara Mata → Water Tank D → Kaboor Road Cross → Yammikeri → Head Post Office → Taluk Panchayat → Court Circle → Jubilee Circle → Cbt-D
1042,Someshwara Temple ⇆ CBT-D,Someshwara Temple → Sdm Engg College → Purohith Nagar → Tajesavi Nagar → Saraswathipura Cross → Saraswathipura → Venkteshwara Temple → Rayara Mata → Water Tank D → Kaboor Road Cross → Yammikeri → Head Post Office → Brindhavan → Court Circle → Jubilee Circle → Cbt-D
1042R,Cbt-D ⇆ Someshwara Temple,Cbt-D → Jubilee Circle → Court Circle → Brindhavan → Head Post Office → Yammikeri → Kaboor Road Cross → Water Tank D → Rayara Mata → Venkteshwara Temple → Saraswathipura → Saraswathipura Cross → Tajesavi Nagar → Purohith Nagar → Sdm Engg College → Someshwara Temple
1043,CBT-D ⇆ Shantinikethan D,Cbt-D → Jubilee Circle → Lic → K C D → Dasanakoppa Cross → Lic Quarters → Narayanapura → German Hospital → Jambagi Hospital → Bendre Bhavana → Sadhankeri → Chaitanya Park → St Antony Circle → Vikas Nagar → Bgs School → Bendre Nagar → Sampige Nagar 1St Stop → Sampige Nagar 2Nd Stop → Sampige Nagar 3Rd Stop → Shantinikethan D
1043R,Shantinikethan D ⇆ Cbt-D,Shantinikethan D → Sampige Nagar 3Rd Stop → Sampige Nagar 2Nd Stop → Sampige Nagar 1St Stop → Bendre Nagar → Bgs School → Vikas Nagar → St Antony Circle → Chaitanya Park → Sadhankeri → Bendre Bhavana → Jambagi Hospital → German Hospital → Narayanapura → Lic Quarters → Dasanakoppa Cross → K C D → Lic → Jubilee Circle → Cbt-D
1043,CBT-D ⇆ Shantinikethan D,Shantinikethan D → Sampige Nagar 3Rd Stop → Sampige Nagar 2Nd Stop → Sampige Nagar 1St Stop → Bendre Nagar → Bgs School → Vikas Nagar → St Antony Circle → Chaitanya Park → Sadhankeri → Bendre Bhavana → Jambagi Hospital → German Hospital → Narayanapura → Lic Quarters → Dasanakoppa Cross → K C D → Lic → Jubilee Circle → Cbt-D
1043R,Cbt-D ⇆ Shantinikethan D,Cbt-D → Jubilee Circle → Lic → K C D → Dasanakoppa Cross → Lic Quarters → Narayanapura → German Hospital → Jambagi Hospital → Bendre Bhavana → Sadhankeri → Chaitanya Park → St Antony Circle → Vikas Nagar → Bgs School → Bendre Nagar → Sampige Nagar 1St Stop → Sampige Nagar 2Nd Stop → Sampige Nagar 3Rd Stop → Shantinikethan D
1044,CBT-D ⇆ Tajesavi Nagar,Cbt-D → Jubilee Circle → Court Circle → Taluk Panchayat → Head Post Office → Yammikeri → Kaboor Road Cross → Water Tank D → Rayara Mata → Venkteshwara Temple → Saraswathipura → Saraswathipura Cross → Tejasvi Nagar Bridge → Tajesavi Nagar
1044R,Tajesavi Nagar ⇆ Cbt-D,Tajesavi Nagar → Tejasvi Nagar Bridge → Saraswathipura Cross → Saraswathipura → Venkteshwara Temple → Rayara Mata → Water Tank D → Kaboor Road Cross → Yammikeri → Head Post Office → Taluk Panchayat → Court Circle → Jubilee Circle → Cbt-D
1044,CBT-D ⇆ Tajesavi Nagar,Tajesavi Nagar → Saraswathipura Cross → Saraswathipura → Venkteshwara Temple → Rayara Mata → Water Tank D → Kaboor Road Cross → Yammikeri → Head Post Office → Taluk Panchayat → Court Circle → Jubilee Circle → Cbt-D
1044R,Cbt-D ⇆ Tajesavi Nagar,Cbt-D → Jubilee Circle → Court Circle → Taluk Panchayat → Head Post Office → Yammikeri → Kaboor Road Cross → Water Tank D → Rayara Mata → Venkteshwara Temple → Saraswathipura → Saraswathipura Cross → Tajesavi Nagar
1046,Navlur ⇆ CBT-D,Navlur → Navlur School → Chavani → Navalur Cross → Ozone → Navlur K E B → Lakamanahalli Corridor → Kmf - D → Yalakki Shetter Colony → Gandhi Nagar Cross - D → Vidya Giri → Suvarna Petrol Bunk → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1046R,Cbt-D ⇆ Navlur,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Suvarna Petrol Bunk → Vidya Giri → Gandhi Nagar Cross - D → Yalakki Shetter Colony → Kmf - D → Lakamanahalli Corridor → Navlur K E B → Ozone → Navalur Cross → Chavani → Navlur School → Navlur
1046,Navlur ⇆ CBT-D,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Suvarna Petrol Bunk → Vidya Giri → Gandhi Nagar Cross - D → Yalakki Shetter Colony → Kmf - D → Lakamanahalli Corridor → Navlur K E B → Ozone → Navlur Cross → Chavani → Navlur School → Navlur
1046R,Navlur ⇆ Cbt-D,Navlur → Navlur School → Chavani → Navlur Cross → Ozone → Navlur K E B → Lakamanahalli Corridor → Kmf - D → Yalakki Shetter Colony → Gandhi Nagar Cross - D → Vidya Giri → Suvarna Petrol Bunk → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1047,CBT-D ⇆ Tadsinakoppa,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Suvarna Petrol Bunk → Vidya Giri → Gandhi Nagar Cross - D → Yalakki Shetter Colony → Kmf - D → Lakamanahalli Corridor → Navlur K E B → Ozone → Navalur Cross → Dental Cross → Vanashri Nagar Cross → Ashraya Colony → Uday Giri Cross → Itti Gatti Cross → Basavanna Temple → Durgamma Temple Tadasinkoppa → Tadasinakoppa Govt School → Tadsinakoppa
1047R,Tadsinakoppa ⇆ Cbt-D,Tadsinakoppa → Tadasinakoppa Govt School → Durgamma Temple Tadasinkoppa → Basavanna Temple → Itti Gatti Cross → Uday Giri Cross → Ashraya Colony → Vanashri Nagar Cross → Dental Cross → Navalur Cross → Ozone → Navlur K E B → Lakamanahalli Corridor → Kmf - D → Yalakki Shetter Colony → Gandhi Nagar Cross - D → Vidya Giri → Suvarna Petrol Bunk → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
